text,category,source
Lamaya schoool idhala awe ne.,rescue/missing,synthetic
Lamaya schol idala awe ne.,rescue/missing,synthetic
Laamaya school idala awe ne.,rescue/missing,synthetic
Api water athule hira wel .,rescue/missing,synthetic
Api water athule hira wl .,rescue/missing,synthetic
Api water athule hra vel .,rescue/missing,synthetic
Api wateer athule hira wel .,rescue/missing,synthetic
Rescue boat ekk ewnna.,rescue/missing,synthetic
Rescue boat ekk ewanna.,rescue/missing,synthetic
Reskue bat ekak ewanna.,rescue/missing,synthetic
Rescue bat ekaak ewanna.,rescue/missing,synthetic
Gedara athule aya beragnn udau crnna .,rescue/missing,synthetic
Gedara athule aya beeragnn udau krnna .,rescue/missing,synthetic
Gedaraa athule aya beragnn udu krnna .,rescue/missing,synthetic
Gedara athule aya beragnn udaau krnna .,rescue/missing,synthetic
Missing person knek hoyanawa.,rescue/missing,synthetic
Missing person knek hoyanawa.,rescue/missing,synthetic
Missing person kenek hoyaanawa.,rescue/missing,synthetic
Missing peerson kenek hoyanawa.,rescue/missing,synthetic
Api evacuuate karanna one.,rescue/missing,synthetic
Api evacuathe karannaa one.,rescue/missing,synthetic
Ap evacuathe karanna one.,rescue/missing,synthetic
Api evacuate kranna on.,rescue/missing,synthetic
Flod eka nisa trapped wela.,rescue/missing,synthetic
Flood eca nisa thrapped wela.,rescue/missing,synthetic
Flood eca nisa trapped wela.,rescue/missing,synthetic
Flood eka nisaa trapped wela.,rescue/missing,synthetic
Ape seeya mssing.,rescue/missing,synthetic
Apee seya missing.,rescue/missing,synthetic
Ape seya missing.,rescue/missing,synthetic
Ape seeya missing.,rescue/missing,synthetic
Please send reskue theam.,rescue/missing,synthetic
Please send rescue tem.,rescue/missing,synthetic
Please send rscue team.,rescue/missing,synthetic
Please snd rescue tem.,rescue/missing,synthetic
Family ekaa athule trapped.,rescue/missing,synthetic
Family eca athule trapped.,rescue/missing,synthetic
Faamily eka athule trapped.,rescue/missing,synthetic
Faamily eka athulee trapped.,rescue/missing,synthetic
Keneek watuurat gahagen gihin.,rescue/missing,synthetic
Kenek waturat gaahagen gihin.,rescue/missing,synthetic
Keenek waturt gahagen gihin.,rescue/missing,synthetic
Kenek wathurat gahagen gihn.,rescue/missing,synthetic
Apee nangi thama awe na.,rescue/missing,synthetic
Ape nangi thama ave n.,rescue/missing,synthetic
Ape nangi tama ave na.,rescue/missing,synthetic
Ape nangi thama awe na.,rescue/missing,synthetic
Rescue heelp denna puluwanda?,rescue/missing,synthetic
Reskue help denna puluwanda?,rescue/missing,synthetic
Rescue hlp deenna puluwanda?,rescue/missing,synthetic
Reskue help dhenna puluwanda?,rescue/missing,synthetic
Api buildng roof eke inne.,rescue/missing,synthetic
Api building roof eke innee.,rescue/missing,synthetic
Api building roof eke inne.,rescue/missing,synthetic
Api building roof ece inne.,rescue/missing,synthetic
Missing chiild keenek hoyanawa.,rescue/missing,synthetic
Missing child kenek hoyanwa.,rescue/missing,synthetic
Missing chiild kenek hoyanawa.,rescue/missing,synthetic
Missing chld kenek hoyanawa.,rescue/missing,synthetic
Me area eke rescue theam ecak one.,rescue/missing,synthetic
Me area ek rescue team ekak one.,rescue/missing,synthetic
Me areea eke rescue team ekak one.,rescue/missing,synthetic
Me area ekee rescue team ekak one.,rescue/missing,synthetic
Ikmanat help karanna please.,rescue/missing,synthetic
Ikmanata hlp kaaranna please.,rescue/missing,synthetic
Ikmanatha help karanna please.,rescue/missing,synthetic
Ikmanata hlp karanna please.,rescue/missing,synthetic
Ape family ek trapped vela inne.,rescue/missing,synthetic
Ape family eka trappd wela inne.,rescue/missing,synthetic
Ape family ek trapped wela inne.,rescue/missing,synthetic
Apee family eka thrapped wela inne.,rescue/missing,synthetic
Current eka nee me area eke.,other,synthetic
Current eka n me area eke.,other,synthetic
Current eka ne me area eeke.,other,synthetic
Current eka ne mee area eke.,other,synthetic
Electriciity supply ekaa nathi wela.,other,synthetic
Electricity supply eka nthi wela.,other,synthetic
Electricity supply eca nathi wela.,other,synthetic
Electricity spply eka nathi wel.,other,synthetic
Ape phne charge karanna ba.,other,synthetic
Ape phone charge karanna ba.,other,synthetic
Ape phone charge karanna b.,other,synthetic
Ap phone charge karanna ba.,other,synthetic
Road ekaa blck wela.,other,synthetic
Road eka blocc wla.,other,synthetic
Rad eca block wela.,other,synthetic
Rod ekaa block wela.,other,synthetic
Main rod eka waturat yata wel.,other,synthetic
Maain road eka waturat yatha wel.,other,synthetic
Main road eca waturat yata vel.,other,synthetic
Main roaad eka waturat yata wel.,other,synthetic
Transport hlp oone.,other,synthetic
Transpoort help one.,other,synthetic
Trnsport help one.,other,synthetic
Transport help on.,other,synthetic
Phone signaal nee.,other,synthetic
Phone signal ne.,other,synthetic
Phoone signal nee.,other,synthetic
Phon sgnal ne.,other,synthetic
Network eka wada karanne ne.,other,synthetic
Network eka wada kaaranne ne.,other,synthetic
Network eka wada karanne n.,other,synthetic
Network eka wda karanne ne.,other,synthetic
Geenerator eekak thiyenawada?,other,synthetic
Genertor ekak thiyenawada?,other,synthetic
Generator ekak tiyenawada?,other,synthetic
Gnerator ekk thiyenawada?,other,synthetic
Battry charge karaganna ba.,other,synthetic
Battery charge karaganna baa.,other,synthetic
Battery charge caraganna ba.,other,synthetic
Baattery charge karaganna ba.,other,synthetic
Road eca break vela.,other,synthetic
Road eka brak wela.,other,synthetic
Roadh eka brek wela.,other,synthetic
Roadh eka break wela.,other,synthetic
Bridge eeka damage wela.,other,synthetic
Bridge eka dmage wela.,other,synthetic
Bridge ek damage wel.,other,synthetic
Bridge eka damage weela.,other,synthetic
Me area ekata yann puluwanda?,other,synthetic
Me area ekat yaanna puluwanda?,other,synthetic
Me area ekaata yanna puluwanda?,other,synthetic
Me areea ekata yanna puluwanda?,other,synthetic
Current eka ikmanaata dennaa.,other,synthetic
Current ekaa ikmanata denna.,other,synthetic
Current eeka ikmanata dhenna.,other,synthetic
Cuurrent eka ikmanatha denna.,other,synthetic
Mobile siignal hoyaganna b.,other,synthetic
Mobile signal hoyaganna ba.,other,synthetic
Moobile signaal hoyaganna ba.,other,synthetic
Mobile signal hoyagnna ba.,other,synthetic
Phone batteery loow.,other,synthetic
Phone bathtery low.,other,synthetic
Phonee battry low.,other,synthetic
Phone batteery lov.,other,synthetic
Transprt ekak one.,other,synthetic
Transport ekak one.,other,synthetic
Transprt ekak onee.,other,synthetic
Transport ecak one.,other,synthetic
Road eka open daa?,other,synthetic
Rod eka oopen da?,other,synthetic
Rad eka open d?,other,synthetic
Roadh ek open da?,other,synthetic
Gas cylinder eca na.,other,synthetic
Gas cylinder eka naa.,other,synthetic
Gs cylindeer eka na.,other,synthetic
Gas cylinder ek na.,other,synthetic
Cooking karannaa ba.,other,synthetic
Coking karanna baa.,other,synthetic
Cookiing karanna baa.,other,synthetic
Coooking karanna b.,other,synthetic
Peetrol hoyaganna baa.,other,synthetic
Ptrol hyaganna ba.,other,synthetic
Petrl hoyaganna ba.,other,synthetic
Pethrol hoyaganna ba.,other,synthetic
Fuel tikak oone.,other,synthetic
Fuuel tikak oone.,other,synthetic
Fuel thikak one.,other,synthetic
Fuel tikak one.,other,synthetic
Generator eekt fuel one.,other,synthetic
Genertor ekt fuel one.,other,synthetic
Generator ekt fuel one.,other,synthetic
Generator ekt fuel oone.,other,synthetic
Ape vehiicle eka stuck wela.,other,synthetic
Ape vehicle eca stuck wla.,other,synthetic
Ape vehicle eka stuuck wela.,other,synthetic
Ape vehicle eca stuck wel.,other,synthetic
Roaad clearance help one.,other,synthetic
Road klearance heelp one.,other,synthetic
Road clearanc help one.,other,synthetic
Rooad cleearance help one.,other,synthetic
Tre ekak road eka udha watila.,other,synthetic
Tre ekak road eka ud watila.,other,synthetic
Treee ekaak road eka uda watila.,other,synthetic
Tre ekak road eka uda watla.,other,synthetic
Internet cnnection n.,other,synthetic
Inthernet connection ne.,other,synthetic
Internt connection ne.,other,synthetic
Internet connecthion ne.,other,synthetic
Communication problem ekaak thiyenawa.,other,synthetic
Communicatioon prooblem ekak thiyenawa.,other,synthetic
Communication problem ekaak thiyenawa.,other,synthetic
Communication problem ekk thiyenawa.,other,synthetic
Phone charge karaganna plac ekak one.,other,synthetic
Phone charg karaganna place ekak one.,other,synthetic
Phone chrge karaganna place ekak one.,other,synthetic
Phone charge karagnna place ekak one.,other,synthetic
Current ekaa thiiyenne ne.,other,synthetic
Currenth eka thiyenne nee.,other,synthetic
Current eka thiyeenne ne.,other,synthetic
Current ek thiyenne ne.,other,synthetic
Water puump eka wada ne.,other,synthetic
Water puump eka wada ne.,other,synthetic
Water pump eca wada ne.,other,synthetic
Water pump eka waada ne.,other,synthetic
House eka klean karanna help oone.,other,synthetic
House ek clen karanna help one.,other,synthetic
House eka clean karanna help onee.,other,synthetic
House eca clean karanna hlp one.,other,synthetic
Watur ain karanna help one.,other,synthetic
Watura ain kaaranna help onee.,other,synthetic
Wathura ain karanna help one.,other,synthetic
Watura ain karanna help on.,other,synthetic
Roads tika clean caranna one.,other,synthetic
Roads tiika clean karann one.,other,synthetic
Roadhs tiika clean karanna one.,other,synthetic
Roads thika clen karanna one.,other,synthetic
Damaaged house ekak repair karanna help one.,other,synthetic
Damaged house ecak repair karanna help one.,other,synthetic
Damaged house ecak repair karanna help one.,other,synthetic
Damaged hoouse ekak repair karanna hlp one.,other,synthetic
Building eka iinspect karanna one.,other,synthetic
Building ek inspect karanna one.,other,synthetic
Building eka inspct karanna oone.,other,synthetic
Building eka inspect caranna one.,other,synthetic
Electricity wires watiila.,other,synthetic
Electricity vires wathila.,other,synthetic
Electriciity wires watila.,other,synthetic
Electricity wres wathila.,other,synthetic
Me pattha dangerous dha?,other,synthetic
Me pathth dangerous dha?,other,synthetic
Me pattha dhangerous da?,other,synthetic
Me paththa dangerous d?,other,synthetic
Roadh condition eka dnnawada?,other,synthetic
Road condition ek dannawad?,other,synthetic
Road condition ekaa dannawada?,other,synthetic
Roadh condition eca dannawada?,other,synthetic
Bus servce thiyenawada?,other,synthetic
Bus srvice thiyenawada?,other,synthetic
Bs service thiyenawaada?,other,synthetic
Bs service thiyeenawada?,other,synthetic
Vehicle ekak arn yanna one.,other,synthetic
Vehicle ekak aran yanna oone.,other,synthetic
Vehicle eekak arn yanna one.,other,synthetic
Vehicl ekak aran yanna one.,other,synthetic
Ful staation open da?,other,synthetic
Fuel sttion open dha?,other,synthetic
Ful station open da?,other,synthetic
Fuel station open daa?,other,synthetic
Phone neetwork eca kawada enawada?,other,synthetic
Phone network eca kawada enawaada?,other,synthetic
Phone ntwork eka kawadaa enawada?,other,synthetic
Phone network ekaa kawda enawada?,other,synthetic
Current wires valin ath wela inna.,other,synthetic
Currenth wires valin ath wela inna.,other,synthetic
Current wires walin at welaa inna.,other,synthetic
Currnt wires walin ath wela inna.,other,synthetic
Tree thika ain karanna one.,other,synthetic
Treee tikaa ain karanna one.,other,synthetic
Tree tik ain karanna on.,other,synthetic
Tree tika ain karanna one.,other,synthetic
Road eka clear karanna help on.,other,synthetic
Road eca clear karanna help on.,other,synthetic
Road eka cleaar karanna help one.,other,synthetic
Road ek clear karanna help one.,other,synthetic
Communicaton center ekk thiyenawada?,other,synthetic
Communication center ekak thiyenawad?,other,synthetic
Communication centher ekaak thiyenawada?,other,synthetic
Communication center ekak thiyenawda?,other,synthetic
Charging station ecak one.,other,synthetic
Charging station ekak one.,other,synthetic
Chaarging station ekak one.,other,synthetic
Charging staton ekk one.,other,synthetic
Flashlight ekak onee.,other,synthetic
Flashlight ekaak one.,other,synthetic
Flashlight eekak on.,other,synthetic
Flashlight ekk onee.,other,synthetic
Torch btteries one.,other,synthetic
Torch batteries oone.,other,synthetic
Torkh batteries on.,other,synthetic
Toorch batteriies one.,other,synthetic
Candles tkak on.,other,synthetic
Cndles tikak one.,other,synthetic
Candles tikak on.,other,synthetic
Candles tiikak one.,other,synthetic
Cooking gs one.,other,synthetic
Coocing gaas one.,other,synthetic
Cooking gas onee.,other,synthetic
Cooking gaas one.,other,synthetic
Clothes tiikak oone.,other,synthetic
Clothes tikak oone.,other,synthetic
Clothes tikak onee.,other,synthetic
Cloths tikak on.,other,synthetic
Baby clothees onee.,other,synthetic
Baby clthes one.,other,synthetic
Bby clothes oone.,other,synthetic
Baby cloothes on.,other,synthetic
Blankets tikak oone.,other,synthetic
Blankets tikak oone.,other,synthetic
Blankets tikk onee.,other,synthetic
Blankets tiikak one.,other,synthetic
Sanitary items oone.,other,synthetic
Sanitary items one.,other,synthetic
Snitary items one.,other,synthetic
Sanitary items oone.,other,synthetic
General supplis tkak one.,other,synthetic
General supplies tikk on.,other,synthetic
General supplies tikak on.,other,synthetic
Genral supplies tikak one.,other,synthetic
Infrmation ekak hoyaganna one.,other,synthetic
Information ekak hoyganna one.,other,synthetic
Informatioon ekak hoyaganna one.,other,synthetic
Informatin ekak hoyaganna onee.,other,synthetic
Me area eke situation eka kohomada?,other,synthetic
Me area ece situation eka kohomada?,other,synthetic
Me area eke situation eka kohomada?,other,synthetic
Me area ek situation eka kohomada?,other,synthetic
Pleasee me thaanata help ekak denna.,other,synthetic
Please me thanata help ekk denna.,other,synthetic
Please me thaanata help ekak denna.,other,synthetic
Please me thanata help ekak denna.,other,synthetic
